0,2188760734,Mon Jun 15 22:30:35 PDT 2009,NO_QUERY,NicolSinclaire,@MiguelSeagull im stuck doing this for atleast another 2 hours 
0,1573747182,Tue Apr 21 02:40:01 PDT 2009,NO_QUERY,chaoscase,@ehson ah I'm going out for dinner! Might not have time tonight!!! 
4,1548700025,Fri Apr 17 21:42:14 PDT 2009,NO_QUERY,sheritingle,@SheriKondo You know your name rocks! And the spelling is absolutely the best!!! I'm a speaker too! Looking forward to tweeting!  
0,2240368409,Fri Jun 19 09:39:47 PDT 2009,NO_QUERY,riazkanani,arghhhh  20 to 6  on a friday is not the best time to finish a blog post 
0,1835694702,Mon May 18 06:33:23 PDT 2009,NO_QUERY,zomb1t,its monday  sigh
0,1680838783,Sat May 02 12:36:49 PDT 2009,NO_QUERY,iFLC,My damn laptop screen is dead 
4,1557283187,Sun Apr 19 03:08:10 PDT 2009,NO_QUERY,_kimber,back briefly while putting baby to sleep ;) i did dishes while gone and danced around with ipod 
0,2259367613,Sat Jun 20 17:27:47 PDT 2009,NO_QUERY,MeanKitty1972,I wanna be on vacation again... 
4,1685126924,Sat May 02 23:09:30 PDT 2009,NO_QUERY,cindypepper,"@miraonthewall Oooh, good idea! "
4,1882541943,Fri May 22 07:03:31 PDT 2009,NO_QUERY,writershelper,Hello to all my new followers 
4,1956716600,Thu May 28 22:30:45 PDT 2009,NO_QUERY,YoyoYogurt,@GakuRabu Nevar! Spend it all.. that's what money is there for! 
0,1551454570,Sat Apr 18 09:06:03 PDT 2009,NO_QUERY,Mya152,@Fearnecotton Only good music !! Too bad I don't live in the UK anymore... 
0,2260082491,Sat Jun 20 18:38:28 PDT 2009,NO_QUERY,jessiee2,"@__Kizzle Not bad! I tried to comment you on utube and realized u don't have one anymore.  So, whatcha been up to?"
0,2069558169,Sun Jun 07 16:05:52 PDT 2009,NO_QUERY,amandiatmy,No riding for the next 4 days.. Bummerrr.  off to camp! - http://tweet.sg
4,1880092780,Fri May 22 00:04:37 PDT 2009,NO_QUERY,mrennn,@JoshBerry26 You should follow me. 
0,1792591292,Wed May 13 23:36:22 PDT 2009,NO_QUERY,jineben,@davidcook1 hi DaviD! Good Luck on your concert on Saturday! I wish i could go.. But i can't ..  Concert tickets are very expensive.. Hehe
4,1880839241,Fri May 22 02:41:19 PDT 2009,NO_QUERY,torturousthings,Waiting outside for @vickytcobra @SUAREASY and the rest 
4,1831298226,Sun May 17 18:36:12 PDT 2009,NO_QUERY,twister_pants,@immaterialdepth Ah! This makes sense.  Thanks!  And thanks for the welcome dawg 
0,1980086470,Sun May 31 05:38:14 PDT 2009,NO_QUERY,cartoonluv3k,@HowaiMan oooo that sux  did u at least make a backup to restore your stuff?
4,1751215501,Sat May 09 18:56:04 PDT 2009,NO_QUERY,berto_jabula,"I want to read my book, but my conscience is telling me to kill off joe   ��l Berto!"
0,2262643607,Sat Jun 20 22:55:46 PDT 2009,NO_QUERY,hawshietashie,a little homesick 
4,1793119794,Thu May 14 01:26:58 PDT 2009,NO_QUERY,poppymarie,@scottdjmills is this real scott mills? 
4,1794225896,Thu May 14 05:17:39 PDT 2009,NO_QUERY,ReadingNan,"June 22!! That sucks.  3 full days, 2 half days left for me!   And I am counting every one of them down."
0,2057261329,Sat Jun 06 12:40:20 PDT 2009,NO_QUERY,LISAD70,"MISSING MY SCHOOL REUNION TONIGHT....  OH WELL, JUST HAVE TO WATCH BB, NOT QUITE THE SAME"
4,1755541377,Sun May 10 09:24:15 PDT 2009,NO_QUERY,jadetys,Good filmm...when she was singing &quot;The Climb&quot; we waved along to the songg 
0,2053193150,Sat Jun 06 03:38:20 PDT 2009,NO_QUERY,CelesteChong,@netplexed Because the person i was asking said that my low end laptop doesn't meet the systems requiremt for Sims 3 
4,1826245136,Sun May 17 08:02:43 PDT 2009,NO_QUERY,siovene,@iUberGeek cool  Do you need iTunes to browse the app store? I had trouble finding it via web.
0,2182174334,Mon Jun 15 12:49:15 PDT 2009,NO_QUERY,steveMORGAN93,thinks the tv is shit tonight 
0,1835835252,Mon May 18 06:50:57 PDT 2009,NO_QUERY,ladollyvita,"Stop making me spend money, ebay "
0,2059659812,Sat Jun 06 17:22:43 PDT 2009,NO_QUERY,thomasfinan,@icurl Sucks dude  Hope you feel better soon!
0,1551389601,Sat Apr 18 08:55:52 PDT 2009,NO_QUERY,andrewmcintyre,@superblue unfortunately not at civic camp. 
0,1998917812,Mon Jun 01 19:20:18 PDT 2009,NO_QUERY,claufaccioni,"@thaz haiuheuahea comédia vc, aehauiehaiuhea ahh nem to assistindo n tem tv no meu quarto kk "
0,1995694050,Mon Jun 01 13:54:00 PDT 2009,NO_QUERY,devourment,i want to be in The Real World:Cancun 
0,2297988536,Tue Jun 23 11:07:07 PDT 2009,NO_QUERY,_PaulaGuides,how could I forget! I am sorry 
0,1969741017,Sat May 30 01:03:24 PDT 2009,NO_QUERY,irishmidz,In work  - ah well it pays the bills
0,1883372845,Fri May 22 08:26:54 PDT 2009,NO_QUERY,Skittlesdfw,@BacchusTAG So you're saying the flowers aren't for our one year anniversary?    
0,2207083502,Wed Jun 17 07:27:46 PDT 2009,NO_QUERY,DozDaddy,Ok so now cody is offline and i have no one to speak nerd to 
0,2182914922,Mon Jun 15 13:48:10 PDT 2009,NO_QUERY,yayhydra,no new cavities and it's wonderful but the dentist said the chip i got from kickboxing might eventually fall out one day! 
0,2012920745,Tue Jun 02 21:32:56 PDT 2009,NO_QUERY,nadz1215,@thornandes 18-21 june. Mmm.. 
4,1557819690,Sun Apr 19 06:08:48 PDT 2009,NO_QUERY,iheartuteddie,107 people want Tom Felton (Draco Malfoy) showcased! Repost please.  ... http://tinyurl.com/cvye9j
0,1678170460,Sat May 02 05:46:45 PDT 2009,NO_QUERY,kristay54,eh. grandparents house. reading a supah cool book right now............ probably an update from my phone later. bad day already. 
0,1956814194,Thu May 28 22:45:27 PDT 2009,NO_QUERY,KaraLeeWoods,Here comes goodbye 
4,1827658640,Sun May 17 11:10:31 PDT 2009,NO_QUERY,hello_jodie,"@Bramme  thanks, your optimism made me smile. "
0,1970191502,Sat May 30 02:50:07 PDT 2009,NO_QUERY,sicklypanda,"Oh goodie, my brother is bothering me again. Meh, he can't possibly be hungry right now, he just threw up!!! meh... brb.. "
4,1755445717,Sun May 10 09:09:32 PDT 2009,NO_QUERY,marj0488,says good night to everybody who loves me  http://plurk.com/p/syc5u
4,1690906513,Sun May 03 16:39:03 PDT 2009,NO_QUERY,sullen_penguin,@allthingsconnor ah ok no probs dude 
0,2236897197,Fri Jun 19 04:46:25 PDT 2009,NO_QUERY,killthedramax,@wowshaggy omg YESSSS. I miss our antics 
0,2068853337,Sun Jun 07 14:49:08 PDT 2009,NO_QUERY,MsPhoenixB,"@TJ_Wins no you definitely left us, once we left the basement you went ghost on us  I guess you really don't do house parties lol!"
4,1557387916,Sun Apr 19 03:48:24 PDT 2009,NO_QUERY,brunoleandrooo,@babygirlparis Party babyyyyy! I'm jelous. Lets party when you're back in LA 
0,1557343816,Sun Apr 19 03:31:37 PDT 2009,NO_QUERY,fruitpolo_milk,"Whyyy whyyy whyyy do I have to wake up, I don't care if it's sunny, I want to sleep "
0,2214776769,Wed Jun 17 17:13:06 PDT 2009,NO_QUERY,Jamsbe,Feeling pretty gross today. 
0,2257225597,Sat Jun 20 14:00:05 PDT 2009,NO_QUERY,digib,Brain-ache. Decision thoughts have kicked back in 
0,1834424067,Mon May 18 02:52:52 PDT 2009,NO_QUERY,pk2004,"@Splodge360 only managed a lacklustre 3, did a double lap late on Saturday then Sunday morning and the rain arrived "
